year,month,day,hour,PM2.5,PM10,NO2,CO,station
2014,8,3,0,142.0,142.0,61.0,900.0,Aotizhongxin
2014,8,3,1,159.0,159.0,112.0,1100.0,Aotizhongxin
2014,8,3,2,190.0,190.0,93.0,1100.0,Aotizhongxin
2014,8,3,3,188.0,188.0,57.0,800.0,Aotizhongxin
2014,8,3,4,173.0,173.0,29.0,800.0,Aotizhongxin
2014,8,3,5,171.0,171.0,35.0,800.0,Aotizhongxin
2014,8,3,6,162.0,162.0,44.0,800.0,Aotizhongxin
2014,8,3,7,138.0,138.0,41.0,700.0,Aotizhongxin
2014,8,3,8,127.0,127.0,51.0,800.0,Aotizhongxin
2014,8,3,9,108.0,108.0,36.0,700.0,Aotizhongxin
2014,8,3,10,107.0,107.0,29.0,700.0,Aotizhongxin
2014,8,3,11,101.0,101.0,33.0,700.0,Aotizhongxin
2014,8,3,12,106.0,106.0,27.0,700.0,Aotizhongxin
2014,8,3,13,100.0,100.0,23.0,700.0,Aotizhongxin
2014,8,3,14,97.0,97.0,26.0,700.0,Aotizhongxin
2014,8,3,15,98.0,98.0,32.0,700.0,Aotizhongxin
2014,8,3,16,129.0,129.0,43.0,800.0,Aotizhongxin
2014,8,3,17,105.0,105.0,51.0,700.0,Aotizhongxin
2014,8,3,18,79.0,79.0,42.0,600.0,Aotizhongxin
2014,8,3,19,90.0,90.0,45.0,800.0,Aotizhongxin
2014,8,3,20,74.0,74.0,58.0,800.0,Aotizhongxin
2014,8,3,21,70.0,70.0,70.0,800.0,Aotizhongxin
2014,8,3,22,70.0,70.0,74.0,700.0,Aotizhongxin
2014,8,3,23,70.0,70.0,52.0,700.0,Aotizhongxin
2014,8,4,0,80.0,80.0,66.0,800.0,Aotizhongxin
2014,8,4,1,79.0,79.0,100.0,900.0,Aotizhongxin
2014,8,4,2,90.0,90.0,106.0,800.0,Aotizhongxin
2014,8,4,3,93.0,93.0,80.0,900.0,Aotizhongxin
2014,8,4,4,97.0,97.0,79.0,900.0,Aotizhongxin
2014,8,4,5,104.0,104.0,81.0,900.0,Aotizhongxin
2014,8,4,6,108.0,108.0,72.0,700.0,Aotizhongxin
2014,8,4,7,59.0,59.0,67.0,600.0,Aotizhongxin
2014,8,4,8,54.0,54.0,67.0,700.0,Aotizhongxin
2014,8,4,9,28.0,28.0,35.0,300.0,Aotizhongxin
2014,8,4,10,14.0,14.0,29.0,200.0,Aotizhongxin
2014,8,4,11,11.0,11.0,27.0,200.0,Aotizhongxin
2014,8,4,12,8.0,8.0,27.0,200.0,Aotizhongxin
2014,8,4,13,6.0,6.0,27.0,200.0,Aotizhongxin
2014,8,4,14,6.0,6.0,25.0,200.0,Aotizhongxin
2014,8,4,15,3.0,3.0,25.0,100.0,Aotizhongxin
2014,8,4,16,3.0,3.0,33.0,200.0,Aotizhongxin
2014,8,4,17,10.0,10.0,41.0,300.0,Aotizhongxin
2014,8,4,18,11.0,11.0,34.0,700.0,Aotizhongxin
2014,8,4,19,10.0,10.0,35.0,400.0,Aotizhongxin
2014,8,4,20,14.0,14.0,48.0,300.0,Aotizhongxin
2014,8,4,21,15.0,15.0,43.0,300.0,Aotizhongxin
2014,8,4,22,10.0,10.0,36.0,300.0,Aotizhongxin
2014,8,4,23,10.0,10.0,39.0,200.0,Aotizhongxin
2014,8,5,0,10.0,10.0,43.0,300.0,Aotizhongxin
2014,8,5,1,14.0,14.0,61.0,300.0,Aotizhongxin
2014,8,5,2,13.0,13.0,41.0,200.0,Aotizhongxin
2014,8,5,3,11.0,11.0,35.0,100.0,Aotizhongxin
2014,8,5,4,14.0,14.0,42.0,100.0,Aotizhongxin
2014,8,5,5,15.0,15.0,42.0,200.0,Aotizhongxin
2014,8,5,6,12.0,12.0,49.0,200.0,Aotizhongxin
2014,8,5,7,19.0,19.0,46.0,200.0,Aotizhongxin
2014,8,5,8,17.0,17.0,41.0,300.0,Aotizhongxin
2014,8,5,9,20.0,20.0,43.0,300.0,Aotizhongxin
2014,8,5,10,28.0,28.0,37.0,400.0,Aotizhongxin
2014,8,5,11,35.0,35.0,42.0,500.0,Aotizhongxin
2014,8,5,12,43.0,43.0,51.0,600.0,Aotizhongxin
2014,8,5,13,40.0,40.0,41.0,600.0,Aotizhongxin
2014,8,5,14,32.0,32.0,29.0,400.0,Aotizhongxin
2014,8,5,15,27.0,27.0,27.0,400.0,Aotizhongxin
2014,8,5,16,22.0,22.0,30.0,400.0,Aotizhongxin
2014,8,5,17,51.0,51.0,52.0,500.0,Aotizhongxin
2014,8,5,18,36.0,36.0,41.0,300.0,Aotizhongxin
2014,8,5,19,33.0,33.0,43.0,300.0,Aotizhongxin
2014,8,5,20,26.0,26.0,43.0,300.0,Aotizhongxin
2014,8,5,21,34.0,34.0,53.0,400.0,Aotizhongxin
2014,8,5,22,41.0,41.0,60.0,400.0,Aotizhongxin
2014,8,5,23,38.0,38.0,62.0,400.0,Aotizhongxin
2014,8,6,0,40.0,40.0,74.0,500.0,Aotizhongxin
2014,8,6,1,41.0,41.0,84.0,500.0,Aotizhongxin
2014,8,6,2,45.0,45.0,94.0,500.0,Aotizhongxin
2014,8,6,3,57.0,57.0,99.0,700.0,Aotizhongxin
2014,8,6,4,65.0,65.0,94.0,700.0,Aotizhongxin
2014,8,6,5,71.0,71.0,91.0,700.0,Aotizhongxin
2014,8,6,6,73.0,73.0,89.0,700.0,Aotizhongxin
2014,8,6,7,77.0,77.0,95.0,700.0,Aotizhongxin
2014,8,6,8,77.0,77.0,72.0,500.0,Aotizhongxin
2014,8,6,9,49.0,49.0,58.0,500.0,Aotizhongxin
2014,8,6,10,33.0,33.0,50.0,400.0,Aotizhongxin
2014,8,6,11,27.0,27.0,39.0,300.0,Aotizhongxin
2014,8,6,12,22.0,22.0,22.0,300.0,Aotizhongxin
2014,8,6,13,14.0,14.0,15.0,200.0,Aotizhongxin
2014,8,6,14,5.0,5.0,13.0,200.0,Aotizhongxin
2014,8,6,15,3.0,3.0,15.0,300.0,Aotizhongxin
2014,8,6,16,3.0,3.0,19.0,200.0,Aotizhongxin
2014,8,6,17,6.0,6.0,26.0,200.0,Aotizhongxin
2014,8,6,18,15.0,15.0,29.0,200.0,Aotizhongxin
2014,8,6,19,18.0,18.0,38.0,200.0,Aotizhongxin
2014,8,6,20,20.0,20.0,49.0,300.0,Aotizhongxin
2014,8,6,21,30.0,30.0,48.0,300.0,Aotizhongxin
2014,8,6,22,39.0,39.0,95.0,500.0,Aotizhongxin
2014,8,6,23,60.0,60.0,132.0,800.0,Aotizhongxin
2014,8,7,0,82.0,82.0,110.0,1200.0,Aotizhongxin
2014,8,7,1,128.0,128.0,107.0,1600.0,Aotizhongxin
2014,8,7,2,131.0,131.0,87.0,1500.0,Aotizhongxin
2014,8,7,3,111.0,111.0,79.0,900.0,Aotizhongxin
2014,8,7,4,95.0,95.0,68.0,800.0,Aotizhongxin
2014,8,7,5,87.0,87.0,76.0,900.0,Aotizhongxin
2014,8,7,6,106.0,106.0,86.0,1000.0,Aotizhongxin
2014,8,7,7,81.0,81.0,93.0,900.0,Aotizhongxin
2014,8,7,8,66.0,66.0,89.0,700.0,Aotizhongxin
2014,8,7,9,76.0,76.0,81.0,800.0,Aotizhongxin
2014,8,7,10,93.0,93.0,61.0,1100.0,Aotizhongxin
2014,8,7,11,76.0,76.0,48.0,1400.0,Aotizhongxin
2014,8,7,12,62.0,62.0,37.0,1400.0,Aotizhongxin
2014,8,7,13,60.0,60.0,34.0,1300.0,Aotizhongxin
2014,8,7,14,55.0,55.0,30.0,1000.0,Aotizhongxin
2014,8,7,15,54.0,54.0,45.0,900.0,Aotizhongxin
2014,8,7,16,50.0,50.0,28.0,800.0,Aotizhongxin
2014,8,7,17,49.0,49.0,31.0,900.0,Aotizhongxin
2014,8,7,18,52.0,52.0,34.0,900.0,Aotizhongxin
2014,8,7,19,43.0,43.0,33.0,800.0,Aotizhongxin
2014,8,7,20,69.0,69.0,38.0,1400.0,Aotizhongxin
2014,8,7,21,98.0,98.0,53.0,1700.0,Aotizhongxin
2014,8,7,22,77.0,77.0,66.0,1300.0,Aotizhongxin
2014,8,7,23,65.0,65.0,49.0,800.0,Aotizhongxin
2014,8,8,0,50.0,50.0,43.0,600.0,Aotizhongxin
2014,8,8,1,49.0,49.0,47.0,500.0,Aotizhongxin
2014,8,8,2,51.0,51.0,48.0,500.0,Aotizhongxin
2014,8,8,3,54.0,54.0,53.0,600.0,Aotizhongxin
2014,8,8,4,58.0,58.0,55.0,800.0,Aotizhongxin
2014,8,8,5,55.0,55.0,47.0,1000.0,Aotizhongxin
2014,8,8,6,67.0,67.0,86.0,1200.0,Aotizhongxin
2014,8,8,7,85.0,85.0,97.0,1400.0,Aotizhongxin
2014,8,8,8,101.0,101.0,100.0,1400.0,Aotizhongxin
2014,8,8,9,106.0,106.0,100.0,1400.0,Aotizhongxin
2014,8,8,10,96.0,96.0,81.0,1300.0,Aotizhongxin
2014,8,8,11,103.0,103.0,91.0,1300.0,Aotizhongxin
2014,8,8,12,98.0,98.0,74.0,1200.0,Aotizhongxin
2014,8,8,13,73.0,73.0,37.0,800.0,Aotizhongxin
2014,8,8,14,57.0,57.0,20.0,700.0,Aotizhongxin
2014,8,8,15,55.0,55.0,22.0,700.0,Aotizhongxin
2014,8,8,16,43.0,43.0,27.0,900.0,Aotizhongxin
2014,8,8,17,49.0,49.0,35.0,1000.0,Aotizhongxin
2014,8,8,18,54.0,54.0,34.0,1000.0,Aotizhongxin
2014,8,8,19,70.0,70.0,39.0,1500.0,Aotizhongxin
2014,8,8,20,67.0,67.0,40.0,1000.0,Aotizhongxin
2014,8,8,21,60.0,60.0,36.0,700.0,Aotizhongxin
2014,8,8,22,62.0,62.0,42.0,800.0,Aotizhongxin
2014,8,8,23,64.0,64.0,45.0,800.0,Aotizhongxin
2014,8,9,0,68.0,68.0,47.0,800.0,Aotizhongxin
2014,8,9,1,73.0,73.0,56.0,800.0,Aotizhongxin
2014,8,9,2,92.0,92.0,82.0,1000.0,Aotizhongxin
2014,8,9,3,99.0,99.0,56.0,1000.0,Aotizhongxin
2014,8,9,4,108.0,108.0,39.0,1000.0,Aotizhongxin
2014,8,9,5,109.0,109.0,36.0,1100.0,Aotizhongxin
2014,8,9,6,117.0,117.0,62.0,1100.0,Aotizhongxin
2014,8,9,7,125.0,125.0,115.0,1400.0,Aotizhongxin
2014,8,9,8,146.0,146.0,119.0,1500.0,Aotizhongxin
2014,8,9,9,177.0,177.0,112.0,1500.0,Aotizhongxin
2014,8,9,10,164.0,164.0,81.0,1400.0,Aotizhongxin
2014,8,9,11,133.0,133.0,59.0,1200.0,Aotizhongxin
2014,8,9,12,94.0,94.0,36.0,1000.0,Aotizhongxin
2014,8,9,13,83.0,83.0,25.0,900.0,Aotizhongxin
2014,8,9,14,75.0,75.0,22.0,800.0,Aotizhongxin
2014,8,9,15,67.0,67.0,20.0,800.0,Aotizhongxin
2014,8,9,16,66.0,66.0,24.0,700.0,Aotizhongxin
2014,8,9,17,59.0,59.0,27.0,600.0,Aotizhongxin
2014,8,9,18,52.0,52.0,24.0,600.0,Aotizhongxin
2014,8,9,19,52.0,52.0,34.0,600.0,Aotizhongxin
2014,8,9,20,53.0,53.0,32.0,600.0,Aotizhongxin
2014,8,9,21,51.0,51.0,32.0,600.0,Aotizhongxin
2014,8,9,22,8.0,8.0,13.0,200.0,Aotizhongxin
2014,8,9,23,7.0,7.0,21.0,200.0,Aotizhongxin
2014,8,10,0,11.0,11.0,29.0,300.0,Aotizhongxin
2014,8,10,1,19.0,19.0,47.0,400.0,Aotizhongxin
2014,8,10,2,23.0,23.0,50.0,300.0,Aotizhongxin
2014,8,10,3,28.0,28.0,42.0,300.0,Aotizhongxin
2014,8,10,4,29.0,29.0,39.0,300.0,Aotizhongxin
2014,8,10,5,28.0,28.0,45.0,300.0,Aotizhongxin
2014,8,10,6,23.0,23.0,45.0,300.0,Aotizhongxin
2014,8,10,7,39.0,39.0,44.0,300.0,Aotizhongxin
2014,8,10,8,36.0,36.0,35.0,300.0,Aotizhongxin
2014,8,10,9,25.0,25.0,32.0,300.0,Aotizhongxin
2014,8,10,10,33.0,33.0,42.0,400.0,Aotizhongxin
2014,8,10,11,37.0,37.0,41.0,500.0,Aotizhongxin
2014,8,10,12,44.0,44.0,45.0,600.0,Aotizhongxin
2014,8,10,13,46.0,46.0,36.0,500.0,Aotizhongxin
2014,8,10,14,45.0,45.0,28.0,500.0,Aotizhongxin
2014,8,10,15,34.0,34.0,25.0,500.0,Aotizhongxin
2014,8,10,16,31.0,31.0,25.0,400.0,Aotizhongxin
2014,8,10,17,32.0,32.0,32.0,400.0,Aotizhongxin
2014,8,10,18,34.0,34.0,32.0,400.0,Aotizhongxin
2014,8,10,19,43.0,43.0,39.0,500.0,Aotizhongxin
2014,8,10,20,57.0,57.0,37.0,500.0,Aotizhongxin
2014,8,10,21,51.0,51.0,44.0,500.0,Aotizhongxin
2014,8,10,22,56.0,56.0,69.0,700.0,Aotizhongxin
2014,8,10,23,72.0,72.0,93.0,900.0,Aotizhongxin
2014,8,11,0,78.0,78.0,93.0,800.0,Aotizhongxin
2014,8,11,1,76.0,76.0,74.0,600.0,Aotizhongxin
2014,8,11,2,68.0,68.0,77.0,600.0,Aotizhongxin
2014,8,11,3,66.0,66.0,64.0,500.0,Aotizhongxin
2014,8,11,4,21.0,21.0,74.0,300.0,Aotizhongxin
2014,8,11,5,20.0,20.0,59.0,200.0,Aotizhongxin
2014,8,11,6,18.0,18.0,57.0,200.0,Aotizhongxin
2014,8,11,7,9.0,9.0,56.0,300.0,Aotizhongxin
2014,8,11,8,13.0,13.0,50.0,300.0,Aotizhongxin
2014,8,11,9,11.0,11.0,31.0,400.0,Aotizhongxin
2014,8,11,10,10.0,10.0,22.0,500.0,Aotizhongxin
2014,8,11,11,8.0,8.0,13.0,200.0,Aotizhongxin
2014,8,11,12,10.0,10.0,9.0,400.0,Aotizhongxin
2014,8,11,13,8.0,8.0,15.0,300.0,Aotizhongxin
2014,8,11,14,9.0,9.0,10.0,300.0,Aotizhongxin
2014,8,11,15,14.0,14.0,17.0,300.0,Aotizhongxin
2014,8,11,16,3.0,3.0,25.0,800.0,Aotizhongxin
2014,8,11,17,10.0,10.0,24.0,600.0,Aotizhongxin
2014,8,11,18,13.0,13.0,31.0,300.0,Aotizhongxin
2014,8,11,19,20.0,20.0,43.0,300.0,Aotizhongxin
2014,8,11,20,22.0,22.0,66.0,300.0,Aotizhongxin
2014,8,11,21,26.0,26.0,66.0,400.0,Aotizhongxin
2014,8,11,22,24.0,24.0,53.0,400.0,Aotizhongxin
2014,8,11,23,25.0,25.0,78.0,500.0,Aotizhongxin
2014,8,12,0,31.0,31.0,114.0,700.0,Aotizhongxin
2014,8,12,1,35.0,35.0,114.0,600.0,Aotizhongxin
2014,8,12,2,36.0,36.0,111.0,500.0,Aotizhongxin
2014,8,12,3,31.0,31.0,93.0,400.0,Aotizhongxin
2014,8,12,4,31.0,31.0,79.0,300.0,Aotizhongxin
2014,8,12,5,26.0,26.0,90.0,300.0,Aotizhongxin
2014,8,12,6,14.0,14.0,55.0,200.0,Aotizhongxin
2014,8,12,7,13.0,13.0,49.0,200.0,Aotizhongxin
2014,8,12,8,13.0,13.0,45.0,300.0,Aotizhongxin
2014,8,12,9,17.0,17.0,43.0,300.0,Aotizhongxin
2014,8,12,10,19.0,19.0,36.0,300.0,Aotizhongxin
2014,8,12,11,20.0,20.0,37.0,300.0,Aotizhongxin
2014,8,12,12,18.0,18.0,31.0,300.0,Aotizhongxin
2014,8,12,13,22.0,22.0,22.0,300.0,Aotizhongxin
2014,8,12,14,28.0,28.0,20.0,500.0,Aotizhongxin
2014,8,12,15,36.0,36.0,24.0,800.0,Aotizhongxin
2014,8,12,16,38.0,38.0,27.0,800.0,Aotizhongxin
2014,8,12,17,31.0,31.0,29.0,800.0,Aotizhongxin
2014,8,12,18,35.0,35.0,43.0,800.0,Aotizhongxin
2014,8,12,19,37.0,37.0,53.0,700.0,Aotizhongxin
2014,8,12,20,31.0,31.0,44.0,400.0,Aotizhongxin
2014,8,12,21,37.0,37.0,54.0,700.0,Aotizhongxin
2014,8,12,22,33.0,33.0,62.0,600.0,Aotizhongxin
2014,8,12,23,22.0,22.0,29.0,300.0,Aotizhongxin
2014,8,13,0,14.0,14.0,18.0,200.0,Aotizhongxin
2014,8,13,1,24.0,24.0,73.0,300.0,Aotizhongxin
2014,8,13,2,23.0,23.0,59.0,300.0,Aotizhongxin
2014,8,13,3,27.0,27.0,60.0,300.0,Aotizhongxin
2014,8,13,4,24.0,24.0,45.0,300.0,Aotizhongxin
2014,8,13,5,27.0,27.0,46.0,300.0,Aotizhongxin
2014,8,13,6,35.0,35.0,50.0,300.0,Aotizhongxin
2014,8,13,7,36.0,36.0,38.0,300.0,Aotizhongxin
2014,8,13,8,33.0,33.0,39.0,300.0,Aotizhongxin
2014,8,13,9,38.0,38.0,46.0,400.0,Aotizhongxin
2014,8,13,10,49.0,49.0,64.0,600.0,Aotizhongxin
2014,8,13,11,47.0,47.0,59.0,600.0,Aotizhongxin
2014,8,13,12,39.0,39.0,42.0,600.0,Aotizhongxin
2014,8,13,13,29.0,29.0,34.0,400.0,Aotizhongxin
2014,8,13,14,23.0,23.0,34.0,400.0,Aotizhongxin
2014,8,13,15,22.0,22.0,36.0,500.0,Aotizhongxin
2014,8,13,16,19.0,19.0,28.0,700.0,Aotizhongxin
2014,8,13,17,27.0,27.0,38.0,400.0,Aotizhongxin
2014,8,13,18,19.0,19.0,26.0,700.0,Aotizhongxin
2014,8,13,19,26.8,26.8,36.0,600.0,Aotizhongxin
2014,8,13,20,31.0,31.0,51.0,400.0,Aotizhongxin
2014,8,13,21,29.0,29.0,51.0,400.0,Aotizhongxin
2014,8,13,22,21.0,21.0,53.0,400.0,Aotizhongxin
2014,8,13,23,21.0,21.0,55.0,400.0,Aotizhongxin
2014,8,14,0,21.0,21.0,53.0,500.0,Aotizhongxin
2014,8,14,1,22.0,22.0,47.0,500.0,Aotizhongxin
2014,8,14,2,21.0,21.0,74.0,600.0,Aotizhongxin
2014,8,14,3,27.0,27.0,62.0,600.0,Aotizhongxin
2014,8,14,4,26.0,26.0,49.0,500.0,Aotizhongxin
2014,8,14,5,28.0,28.0,65.0,500.0,Aotizhongxin
2014,8,14,6,33.0,33.0,58.0,400.0,Aotizhongxin
2014,8,14,7,33.0,33.0,59.0,600.0,Aotizhongxin
2014,8,14,8,26.0,26.0,55.0,400.0,Aotizhongxin
2014,8,14,9,27.0,27.0,50.0,500.0,Aotizhongxin
2014,8,14,10,34.0,34.0,47.0,500.0,Aotizhongxin
2014,8,14,11,24.0,24.0,34.0,400.0,Aotizhongxin
2014,8,14,12,26.0,26.0,43.0,500.0,Aotizhongxin
2014,8,14,13,28.0,28.0,45.0,500.0,Aotizhongxin
2014,8,14,14,58.0,58.0,61.0,700.0,Aotizhongxin
2014,8,14,15,57.0,57.0,39.0,500.0,Aotizhongxin
2014,8,14,16,42.0,42.0,32.0,400.0,Aotizhongxin
2014,8,14,17,34.0,34.0,31.0,300.0,Aotizhongxin
2014,8,14,18,37.0,37.0,29.0,400.0,Aotizhongxin
2014,8,14,19,37.0,37.0,36.0,400.0,Aotizhongxin
2014,8,14,20,33.0,33.0,46.0,400.0,Aotizhongxin
2014,8,14,21,27.0,27.0,65.0,400.0,Aotizhongxin
2014,8,14,22,18.0,18.0,75.0,500.0,Aotizhongxin
2014,8,14,23,20.0,20.0,87.0,600.0,Aotizhongxin
2014,8,15,0,23.0,23.0,96.0,600.0,Aotizhongxin
2014,8,15,1,22.0,22.0,108.0,500.0,Aotizhongxin
2014,8,15,2,37.0,37.0,92.0,500.0,Aotizhongxin
2014,8,15,3,45.0,45.0,58.0,300.0,Aotizhongxin
2014,8,15,4,38.0,38.0,75.0,300.0,Aotizhongxin
2014,8,15,5,29.0,29.0,81.0,300.0,Aotizhongxin
2014,8,15,6,36.0,36.0,86.0,400.0,Aotizhongxin
2014,8,15,7,84.0,84.0,90.0,600.0,Aotizhongxin
2014,8,15,8,112.0,112.0,92.0,800.0,Aotizhongxin
2014,8,15,9,127.0,127.0,91.0,800.0,Aotizhongxin
2014,8,15,10,96.0,96.0,70.0,900.0,Aotizhongxin
2014,8,15,11,46.0,46.0,45.0,600.0,Aotizhongxin
2014,8,15,12,32.0,32.0,31.0,700.0,Aotizhongxin
2014,8,15,13,25.0,25.0,20.0,700.0,Aotizhongxin
2014,8,15,14,26.0,26.0,21.0,400.0,Aotizhongxin
2014,8,15,15,29.0,29.0,21.0,400.0,Aotizhongxin
2014,8,15,16,29.0,29.0,26.0,400.0,Aotizhongxin
2014,8,15,17,49.0,49.0,47.0,500.0,Aotizhongxin
2014,8,15,18,25.0,25.0,33.0,400.0,Aotizhongxin
2014,8,15,19,32.0,32.0,55.0,400.0,Aotizhongxin
2014,8,15,20,29.0,29.0,47.0,400.0,Aotizhongxin
2014,8,15,21,33.0,33.0,58.0,400.0,Aotizhongxin
2014,8,15,22,34.0,34.0,64.0,400.0,Aotizhongxin
2014,8,15,23,36.0,36.0,64.0,500.0,Aotizhongxin
2014,8,16,0,48.0,48.0,119.0,800.0,Aotizhongxin
2014,8,16,1,65.0,65.0,149.0,1100.0,Aotizhongxin
2014,8,16,2,80.0,80.0,141.0,800.0,Aotizhongxin
2014,8,16,3,88.0,88.0,127.0,700.0,Aotizhongxin
2014,8,16,4,74.0,74.0,90.0,500.0,Aotizhongxin
2014,8,16,5,53.0,53.0,100.0,500.0,Aotizhongxin
2014,8,16,6,42.0,42.0,89.0,400.0,Aotizhongxin
2014,8,16,7,47.0,47.0,98.0,500.0,Aotizhongxin
2014,8,16,8,37.0,37.0,68.0,500.0,Aotizhongxin
2014,8,16,9,38.0,38.0,49.0,400.0,Aotizhongxin
2014,8,16,10,37.0,37.0,38.0,400.0,Aotizhongxin
2014,8,16,11,58.0,58.0,37.0,700.0,Aotizhongxin
2014,8,16,12,55.0,55.0,32.0,600.0,Aotizhongxin
2014,8,16,13,46.0,46.0,25.0,400.0,Aotizhongxin
2014,8,16,14,35.0,35.0,25.0,400.0,Aotizhongxin
2014,8,16,15,43.0,43.0,19.0,400.0,Aotizhongxin
2014,8,16,16,33.0,33.0,21.0,500.0,Aotizhongxin
2014,8,16,17,68.0,68.0,36.0,1000.0,Aotizhongxin
2014,8,16,18,72.0,72.0,48.0,1200.0,Aotizhongxin
2014,8,16,19,66.0,66.0,44.0,1000.0,Aotizhongxin
2014,8,16,20,68.0,68.0,44.0,800.0,Aotizhongxin
2014,8,16,21,85.0,85.0,58.0,900.0,Aotizhongxin
2014,8,16,22,95.0,95.0,61.0,900.0,Aotizhongxin
2014,8,16,23,104.0,104.0,87.0,1100.0,Aotizhongxin
2014,8,17,0,123.0,123.0,106.0,1200.0,Aotizhongxin
2014,8,17,1,183.0,183.0,76.0,1300.0,Aotizhongxin
2014,8,17,2,147.0,147.0,50.0,900.0,Aotizhongxin
2014,8,17,3,32.0,32.0,17.0,200.0,Aotizhongxin
2014,8,17,4,31.0,31.0,23.0,300.0,Aotizhongxin
2014,8,17,5,36.0,36.0,18.0,300.0,Aotizhongxin
2014,8,17,6,37.0,37.0,23.0,500.0,Aotizhongxin
2014,8,17,7,34.0,34.0,29.0,500.0,Aotizhongxin
2014,8,17,8,42.0,42.0,33.0,500.0,Aotizhongxin
2014,8,17,9,37.0,37.0,32.0,400.0,Aotizhongxin
2014,8,17,10,47.0,47.0,34.0,500.0,Aotizhongxin
2014,8,17,11,44.0,44.0,33.0,600.0,Aotizhongxin
2014,8,17,12,47.0,47.0,44.0,600.0,Aotizhongxin
2014,8,17,13,42.0,42.0,44.0,500.0,Aotizhongxin
2014,8,17,14,38.0,38.0,38.0,500.0,Aotizhongxin
2014,8,17,15,39.0,39.0,26.0,400.0,Aotizhongxin
2014,8,17,16,43.0,64.0,27.0,400.0,Aotizhongxin
2014,8,17,17,32.0,32.0,28.0,600.0,Aotizhongxin
2014,8,17,18,27.0,47.0,26.0,400.0,Aotizhongxin
2014,8,17,19,32.0,76.0,39.0,400.0,Aotizhongxin
2014,8,17,20,45.0,144.0,48.0,600.0,Aotizhongxin
2014,8,17,21,51.0,88.0,47.0,900.0,Aotizhongxin
2014,8,17,22,58.0,114.0,57.0,800.0,Aotizhongxin
2014,8,17,23,79.0,152.0,60.0,1000.0,Aotizhongxin
2014,8,18,0,100.0,169.0,80.0,1100.0,Aotizhongxin
2014,8,18,1,97.0,97.0,71.0,900.0,Aotizhongxin
2014,8,18,2,56.0,56.0,46.0,600.0,Aotizhongxin
2014,8,18,3,76.0,149.0,89.0,800.0,Aotizhongxin
2014,8,18,4,44.0,44.0,55.0,500.0,Aotizhongxin
2014,8,18,5,33.0,41.0,49.0,500.0,Aotizhongxin
2014,8,18,6,30.0,37.0,39.0,400.0,Aotizhongxin
2014,8,18,7,28.0,28.0,44.0,400.0,Aotizhongxin
2014,8,18,8,32.0,69.0,55.0,500.0,Aotizhongxin
2014,8,18,9,53.0,106.0,67.0,600.0,Aotizhongxin
2014,8,18,10,61.0,89.0,63.0,600.0,Aotizhongxin
2014,8,18,11,48.0,86.0,45.0,600.0,Aotizhongxin
2014,8,18,12,57.0,94.0,38.0,700.0,Aotizhongxin
2014,8,18,13,67.0,87.0,35.0,700.0,Aotizhongxin
2014,8,18,14,76.0,104.0,36.0,800.0,Aotizhongxin
2014,8,18,15,93.0,142.0,37.0,900.0,Aotizhongxin
2014,8,18,16,90.0,110.0,33.0,800.0,Aotizhongxin
2014,8,18,17,83.0,101.0,38.0,700.0,Aotizhongxin
2014,8,18,18,84.0,113.0,38.0,600.0,Aotizhongxin
2014,8,18,19,77.0,98.0,43.0,600.0,Aotizhongxin
2014,8,18,20,75.0,129.0,38.0,600.0,Aotizhongxin
2014,8,18,21,78.0,111.0,40.0,600.0,Aotizhongxin
2014,8,18,22,78.0,78.0,46.0,900.0,Aotizhongxin
2014,8,18,23,67.0,94.0,49.0,1000.0,Aotizhongxin
2014,8,19,0,72.0,123.0,36.0,1000.0,Aotizhongxin
2014,8,19,1,71.0,104.0,39.0,700.0,Aotizhongxin
2014,8,19,2,73.0,105.0,38.0,700.0,Aotizhongxin
2014,8,19,3,83.0,109.0,35.0,600.0,Aotizhongxin
2014,8,19,4,90.0,124.0,45.0,700.0,Aotizhongxin
2014,8,19,5,110.0,145.0,68.0,800.0,Aotizhongxin
2014,8,19,6,125.0,151.0,105.0,1100.0,Aotizhongxin
2014,8,19,7,115.0,161.0,116.0,1300.0,Aotizhongxin
2014,8,19,8,123.0,177.0,117.0,1200.0,Aotizhongxin
2014,8,19,9,149.0,224.0,91.0,1200.0,Aotizhongxin
2014,8,19,10,136.0,136.0,57.0,1000.0,Aotizhongxin
2014,8,19,11,120.0,136.0,48.0,1000.0,Aotizhongxin
2014,8,19,12,118.0,133.0,53.0,1000.0,Aotizhongxin
2014,8,19,13,93.0,93.0,39.0,800.0,Aotizhongxin
2014,8,19,14,70.0,70.0,25.0,600.0,Aotizhongxin
2014,8,19,15,62.0,98.0,25.0,600.0,Aotizhongxin
2014,8,19,16,59.0,96.0,26.0,500.0,Aotizhongxin
2014,8,19,17,57.0,70.0,27.0,500.0,Aotizhongxin
2014,8,19,18,53.0,104.0,28.0,500.0,Aotizhongxin
2014,8,19,19,77.0,187.0,39.0,600.0,Aotizhongxin
2014,8,19,20,85.0,162.0,41.0,700.0,Aotizhongxin
2014,8,19,21,86.0,138.0,45.0,700.0,Aotizhongxin
2014,8,19,22,88.0,142.0,44.0,800.0,Aotizhongxin
2014,8,19,23,84.0,137.0,40.0,800.0,Aotizhongxin
2014,8,20,0,85.0,141.0,42.0,700.0,Aotizhongxin
